review,sentiment
"I don't think I've really ever given Walter Matthau his due as a comedic performer. He's certainly been wonderful in plenty of lighthearted roles, but I guess I always put his success down to his characters' grumpiness and ruthlessness, a gruff contrast to the flamboyant personality of his frequent co-star Jack Lemmon, and, I suppose, a natural extension of his earlier work in dramatic pictures. Watching Gene Saks' 'The Odd Couple (1968),' adapted from a popular Neil Simon play, the realisation suddenly clicked: Matthau is, in his own right, absolutely hilarious! Initially striking the audience as filthy, crude and generally unappealing, his Oscar Madison eventually manages to worm his way into our hearts, culminating in a hilariously overplayed confession of emotions that Matthau rasps out in a voice not entirely his own. At the same time, while holding his own as a comedian, his interplay with Lemmon is, of course, pitch-perfect; indeed, the film rightly belongs to both actors, who have never failed to light up the cinema screen by themselves, let alone together.&lt;br /&gt;&lt;br /&gt;Calling to mind Billy Wilder's screenplay for 'The Apartment (1960),' this Neil Simon comedy builds itself around around a rather morbid premise. Compulsive house-cleaner Felix Unger (Lemmon), having just been evicted by his wife of twelve years, attempts to commit suicide, but fruitlessly abandons the idea after he wrecks his back trying to open the hotel window. Dejected, he arrives at the house of good friend Oscar (Matthau), a divorced slob who lives alone on a diet of potato crisps and green sandwiches (that might contain either very new cheese or very old meat!). Oscar kindly offers Felix a place to stay, but is soon overwhelmed by his friend's finicky personality and constant insistence on absolute cleanliness. The pair form an unusual sort of marital arrangement, with Felix assuming the role of the effeminate and constantly-nagging wife, and Oscar as the sloppy, unappreciative husband who always comes home later than he's supposed to. This is a marriage that barely lasts three weeks, and, by the end of it, we can completely sympathise with Felix's ex-wife, who remains unseen.&lt;br /&gt;&lt;br /&gt;'The Odd Couple' is a terrific comedy, most of all because it has a lot of heart. For all their arguing, it's obvious that the two roommates have plenty of affection for each other, most movingly seen when Felix tries to launch into a furious tirade, instead  perhaps inadvertently  ending up informing Oscar how \tops\"" he his. The pair's four poker buddies (John Fiedler, Herb Edelman, David Sheiner and Larry Haines) are also constantly badgering each other about some obscure annoyance, but you can't deny that they've got the best of intentions. Their decision to treat Felix as though nothing has happened to him may have sounded fine in theory, but maybe being ignored wasn't quite the correct solution to Felix's gloomy feelings of inadequacy and inconsequentiality. Unlike some comedies based on popular stage plays {I was recently disappointed by Wilder's 'The Seven Year Itch (1955)}, this film doesn't simply strike at the same chord throughout, and the relationship between the two leads is progressively developed, through tears, laughter and much disagreement.""",1
"Simply, I found the TV show \Mash\"" trite, preachy, oh ever so \""politically correct\"", repetitious, pretentious and biggest sin of all, and that is,? that it is (was) incredibly dull. You have Alan Alda as the main lead, \""(star)\"", who is so in love with himself and his cleverness, that it actually made me uncomfortable to even try and sit through an episode. The original series had both McLean Stevson, and Wayne Rogers, whom I'll happily admit had a certain panache and style to their character presentation. However, Harry (Henry) Morgan, and Mike Farrell, both singularly and compositely together is like eating caviar and fresh oysters with Wonder Bread. Loretta Swit, which I also found dull, also to no fault of her own wasn't a wonder to look at, and Gary Burghoff, who was good in the movie got tired looking and acting as the show wore on. Seeing one show a year showed that to me. Jamie Farr was just low brow \""comedy\"" and is not even worth really mentioning here at all. The reason I did not give it a (one) rating, which anyone reading this by now would be wondering, is that ratings of any sort is not only a subjective call, but a relative one. Television, except for relatively few exceptions, is such crud. That relatively speaking, Mash had some production quality, (by television standards) of that era and today, and therefore it is deserved of a two. Rob Ritter""",0
"This was a great book and the possibilities for a truly great film were definitely there. But the casting decisions completely wrecked the movie. Hanks is a great actor to be sure, but lacks the smarmy, morally ambivalent characteristics needed for the lead role. Jeff Daniels would have been my choice.&lt;br /&gt;&lt;br /&gt;Putting Melanie Griffiths in, for eye candy reasons, is understandable, but again, she did not portray the depth or ambivalence, so need to pull this off.&lt;br /&gt;&lt;br /&gt;This movie is a great example of how every decision, even those early on in the movie production can make or break a file.",0
"This is an excellent example of what can be done on a small budget movie. The acting is excellent considering the script &amp; the whole atmosphere of the film is very foreboding. The gore is well done and used sparingly (look out for the excellent barbed-wire death) &amp; the action is punchy when used. It's true that there are dodgy lines in the script at times, but compared to other movies on the same (or bigger!) budget, it's hardly noticeable at all. Overall, this is recommended. Trust me, it's better than it appears! 8/10",1
"Parker (Johnathan Schaech) is an aspiring writer who is still looking for his big break. In the meantime, he works as a telephone adviser for a Manhattan psychic hotline. One day, most unfortunately, his apartment building burns down. Parker and his cat make it out alive but are now stuck with the arduous task of finding affordable housing in the Big Apple. Word comes to Parker that a lady, Samantha (Alison Eastwood) is searching for a roommate but will only accept a gay male. Since Parker is straight but the price is right, he decides to pretend that he is gay. Samantha likes him from the start and welcomes him as her new cohabitant. But, poor Parker. Sam is lovely, intelligent and very desirable. How will he be able to keep his true nature under control? Besides, doesn't Sam have a successful businessman-boyfriend anyway? This is a sweet, likable, and humorous film with two very attractive stars in Eastwood and Schaech. Naturally, the plot is a string of \how can I keep up this ruse\"" scenes, with Sam asking Parker for shampoo while she is showering or pleading with him to hold her in bed when she receives bad news. Also, it is necessary for Parker to produce his own \""fake\"" gay mate, Boris, when Sam insists upon fixing him up with a man she knows. Hopefully, the gay community will not find this too offensive, as this viewer thought most issues were treated with sensitivity and subtlety. For a small scale movie, the costumes, sets, and camera work were quite nice, also. Therefore, if you love those funny tales of love, get this one soon. You will like what you see, I know it.""",1
"There's no shortage of bad dialogue in David and Bathsheba  \I was quite a hand with a slingshot,\"" \""The King of all Israel out there in the darkness exposing himself to the enemy\"" (full marks to Dennis Hooey for delivering that one with a straight face), \""Go and sit with the concubines.\"" And somehow I doubt a bored David ever told the prophet Nathan \""Whatever you say.\"" He even tries the old \""My kingdom doesn't understand me\"" routine on desperate housewife Bathsheba at one point. So it's probably a tribute to Henry King's direction that the film isn't at all bad despite the pitfalls much of the first third provide. Maybe it's the censor-baiting nature of the plot  a married man kills a femme fatale's husband and gets away with it!  but King brings out the growing moral and theological complexities in Phillip Dunne's script rather than upping the sin and sandals hokum. This is the conflicted David on the downhill slope, abandoned by a vengeful God he no longer understands, and the film doesn't back away from the awkward unanswerable questions about why a loving deity would choose to wreak vengeance on the innocent rather than the guilty. It even offers a genuinely surprising criticism of the sexual inequality of the law, where the failings of husbands result in the punishment of their wives.&lt;br /&gt;&lt;br /&gt;Unlike King David, which sidelined the king in favour of the admittedly more interesting Saul, David is firmly at the centre of the drama and despite an interesting display of shoulder twitching and a frankly gormless overlong close-up when visiting the site of Saul and Jonathan's death, Gregory Peck's performance grows in stature as David shrinks. Susan Hayward is pure Hollywood pro, Raymond Massey is an appropriately theatrical prophet (why be naturalistic when you've got a voice that makes the very heavens quake?) and Kieron Moore's Uriah such an intransigent unreconstructed chauvinist that you can't exactly blame David for putting him in harm's way, but despite threatening to soft peddle the film doesn't allow David a moral get out of jail free card over his death. With surprisingly strong but subdued design and Technicolor photography this is definitely a cut above most 40s-50s Biblical epics.&lt;br /&gt;&lt;br /&gt;Fox's new DVD is a good transfer, including an incredibly hokey 'candid' behind-the-scenes short and a trailer with brief shots deleted from the film's sole battle scene.""",1
"In her first nonaquatic role, Esther Williams plays a school teacher who's the victim of sexual assault. She gives a fine performance, proving she could be highly effective out of the swimming pool. As the detective out to solve the case, George Nader gives perhaps his finest performance. And he is so handsome it hurts! John Saxon is the student under suspicion, and although he gets impressive billing in the credits, it's Edward Andrews as his overly-protective father who is the standout.&lt;br /&gt;&lt;br /&gt;Bathed in glorious Technicolor, The Unguarded Moment is irresistible hokum and at times compelling drama.",1
"It's very very funny. You know, just like a comedy is supposed to be. It also looks very very good, like a Hollywood Spectacular should. So, what more do you want? Howz about a very VERY good Sally Fields. She is so much better here than in anything else I've ever seen her in, and she looks so damn good. This movie is all you need to understand why she's a Star. Those eyes! Like a silent movie star, but better. In fact, everyone's eyes are so good. I used to pretend to be a bad TV soap actor with my girlfriend. We'd do that thing where you look real fast from one eye to the other of your partner. They don't do that at all in Soap Dish. Great. The Eyes Have It! (sorry) &lt;br /&gt;&lt;br /&gt;There's so many terrific performances, its fun just waiting for each of them to reappear. There's a whole workshop going on with Kevin Kline on how to Overact very very subtly. Got that? Yeah, he's damn good. So is Robert Downey, Jr. who has since made sumthin of a career of playing the Slick, Slimy Executive. Cathy Moriarity, while not the most gifted actress, is so charismatic and riveting, especially when she's angry. And even Whoopi Goldberg is decent, her natural timing giving here somewhat flat delivery a little Zing. OK, no Whoopi Bashing, I hear ya.&lt;br /&gt;&lt;br /&gt;And then, there's the Hair. Soap Dish was made at the end of the BIG Hair Eighties, so the ridiculous doos are like a great character in themselves. They get bigger and sillier, just like your's did. Yeah, we got pictures.&lt;br /&gt;&lt;br /&gt;Soap Dish is better than I thought it'd be, better that I wanted it to be. I'm sick of Movies that tell me I'm supposed to care about shallow, self centered, semi-talented egomaniacs, ie. TV Soap Actors. Soap Dish seems happy just to have me laugh at 'em. Thank You.",1
"Arthur Askey's great skill as a comic was in the way he communicated with his public. His juvenile jokes, silly songs and daft dances went down well because he was able to engage folk and draw them into his off the wall world. A lack of a live audience was a distinct disadvantage to him, and he was never completely comfortable in films. He has his moments in The Ghost Train, and his character, Tommy Gander, has been tailored to make the most of his talents, but Askey the performer needed to be seen to be appreciated.&lt;br /&gt;&lt;br /&gt;Askey's support in the film is not strong, it includes regular co-star Richard Murdoch; Betty Jardine and Stuart Latham as a dopey honeymoon couple; Linden Travers going over the top as a 'mad woman'. Also on board are Peter Murray-Hill, who off-screen married Phyllis Calvert, as the nominal leading man, giving a totally bland reading of the part, and leading lady Carol Lynne, who turns in an equally insipid performance. It is left to character actress Kathleen Harrison to effortlessly steal the film as a parrot loving single woman who gets smashed on Dr Morland Graham's brandy.",0
"It's so rare to find a film that provides a plot that can't be figured out at every turn. Surprises throughout delighting throughout.&lt;br /&gt;&lt;br /&gt;A couple of things I could not quite understand though is that here you have the lead female character who plays \the good girl, hard worker\"" and yet in the end she ends up being an anti-social risk taker. That was not enough to make me not like it though but it did give me pause.&lt;br /&gt;&lt;br /&gt;The other thing I could not get was the old man who was being hauled away by the police at the very end of the film. I never did get who he was or what his issues were. If anyone has any ideas, I'd like to hear what they might be.&lt;br /&gt;&lt;br /&gt;The film was exciting and fun throughout and always left me guessing. Very much worth seeing.""",1
"I was quite surprised to read some of the comments on this work, honestly. Some people were looking for a plot??? OK, when this video came out over a decade ago, I watched it for what it was: a collection of music videos. It's not a movie. It doesn't have a plot, nor a central storyline. It's a rather artistic anthology of mostly long-form videos, all of them rather smartly or creatively done. Michael Jackson may be considered a freak these days, but, after all, this was the man who gave us Thriller (considered by many to be the greatest music video of all time) and set trends with Billie Jean and Beat It. With Moonwalker, he and the filmmakers and artists who collaborated with him once again took his music and dance moves to create some vividly entertaining stuff, incorporating claymation, special effects, live performance footage, and even self-parody (the \Badder\"" sequence). And for those wondering what Joe Pesci was doing there, this video came out just a tad before he became a household name, and was one of his most memorable appearances on film. And, IMHO, I think the Smooth Criminal sequence (the choreographed section) beats anything else Michael Jackson did up to that point!""",1
"I must preface this by saying I am a huge romantic. Hence I really wanted to like this film. So I'm writing my thoughts to save the rest of you from the disappointment I felt watching it. The Leap Years tells the destiny-filled tale of Li-Ann who falls for the suave Jeremy and they commit to meet every leap year. A very romantic premise, based on a great short story and with a cast that doesn't feel like you're watching yet another Jack Neo flick. Then why oh why is it so bad? Firstly, I feel the filmmakers thought they were shooting a music video, because they chose to replace storytelling and any true emotions with cheesy montages, predictable actions and clichéd lines. I am both upset and embarrassed to have been one of the first few in Singapore to watch The Leap Years, but those of us in the cinema would agree that our muffled groans at the cringe-worthy performances spoke volumes. My hope was to watch a romantic movie that would surpass Forever Fever, the best Singaporean romantic comedy so far, and The Leap Years does not even come close. Some blogs have called it The Crap Years which is harsh but ultimately true. Don't waste your money or your emotions like I did. The movie will make you give up on love forever.",0
"I am sad to say that I disagree with other people on this Columbo episode. Death Lends a Hand is frankly kind of a boring Columbo to me. After a few times, I get bored and changed the channel. I still love Robert Culp and Patricia Crowley and Ray Milland in their roles but the story was weaker in this episode than in the others. First, Robert Culp plays an investigator for Ray Milland's character. He hires him to investigate his young pretty wife played by Patricia Crowley to see if she is having an affair. In return, Culp's character blackmails the cheating wife who plans to expose his scheme to her husband ruining his career. Out of anger, Culp kills her by striking her in the face and setting the up the body elsewhere. I don't know. Maybe I just didn't care for this one at all. Of course, Columbo gets him in the end. It's just the question of how.",1
"I would have given this otherwise terrific series a full 10 vote if Claudia Black had not continued on in it! Her inclusion as the silly 'Vela' has brought the series down in my estimation. To bring her in as a regular at the same time as including Ben Browder to replace RDA was a mistake.&lt;br /&gt;&lt;br /&gt;Unfortunately we were just reeling from the loss of 'Jack' and really didn't need this great series turned into new episodes of 'Farscape'.&lt;br /&gt;&lt;br /&gt;I was a great fan of the film \Stargate\"" and when the series was first announced I had reservations that it could live up to the film, but after watching the first episode I have to admit I was hooked. I have always looked forward to new episodes with great anticipation""",1
"Several features of this film immediately date it. The sound is rather shrill and one realizes what great strides have been accomplished in sound reproduction in the ensuing years. The language of the dialogue is rather quaint and unnatural and the acting is still reminiscent of its transition from the stage techniques.&lt;br /&gt;&lt;br /&gt;Bette Davis always gives a strong performance in all her films as she does in this early period of her very successful career. I do feel however that somehow the cockney accent does not fit the facial expression. I think it is the assumed cockney accent that does not ring true for me.&lt;br /&gt;&lt;br /&gt;Somerset Maughan loves to delve into human relationships of great dramatic intensity which will please all movie-goers. As in so many of her character roles, Bette Davis can switch from a beautiful seductive woman to a viper full of fiery hatred. Leslie Howard is well cast as the withdrawn English artist with a club foot desperately seeking a partner and making a bad choice in a scheming little waitress.&lt;br /&gt;&lt;br /&gt;Towards the end of the film the young doctor meets his true love in a busy street. They cross through the traffic completely oblivious to a multitude of horns and whistles screaming at them. This scene is possibly meant to be funny, but i find it quite ridiculous in this otherwise very serious film. It is probably construed to send you home with a smile on your face. And after all as far as we can see (and hope for) it is a happy ending.",1
"That Certain Thing is the story of a gold digger (Viola Dana) from a tenement house. Her mother uses her to take care of her two brothers, but they are a loving family. Although Dana's character has the opportunity to marry a streetcar conductor, she refuses and holds out for a millionaire. Everyone makes fun of her for her fantasy, but are surprised when one day she really does meet a millionaire, son of the owner of the popular ABC restaurant chain. The two marry hastily, but the girl's dreams of wealth are shattered when the rich father disowns his son for marrying a gold digger. However, she truly loves her new husband and the two are unexpectedly successful at making it on their own.&lt;br /&gt;&lt;br /&gt;A rare glimpse of movie star Viola Dana, this film is a lot of fun. Dana's role is accessible, natural, and entertaining. She displays a knack for comedy as well as an ability to do drama.&lt;br /&gt;&lt;br /&gt;The mechanics of the film are a lot of fun too. The camera displays sophisticated late silent techniques like mobility. The title cards are also incredibly clever.&lt;br /&gt;&lt;br /&gt;If you like films like My Best Girl, It, or The Patsy, you will enjoy this film.",1
This is a great Canadian comedy series. The movie tells of how the stars Jean Paul Tremblay-(Julian) and the head writer of the show and his buddies Rickie and Bubbles play it over the top in what is a true life satirical look at trailer parks and the denizens of said trashy hoods. The movie will tell you why Rickie and Julian begin doing their more advanced forays into the world of crime. WHY and the reasons behind everything would be a spoiler so I shall not give the real reasons behind their more brilliant escapades. Their friend and oft-time partner(Bubbles) is a brilliant character. The whole show is brilliant and missing the movie will not affect the way you see the sit-com one bit. It is a comedy with a capital C and a brilliant satire on trailer park living and small time crooks with small time ideas but big time dreams. If you ever have the opportunity to watch--buy--steal this program grab it. You will be glad you did. And to my American friends---It will break you up also. 10 out of 9. Brilliant. TV how TV should be.,1
"Keep in mind I'm a fan of the genre but have only recently seen this film for the first time. How I've overlooked it all this time is a wonder to me. To me this is a better film then the much lauded \High Noon\"". It's a great western with excellent acting and a great story. The DVD is in beautifull black and white with outstanding cinematography. If you like westerns or James Stewart this film is not to be missed.""",1
"I agree with all the accolades, I went through a box of tissues watching this film. It had a gritty authenticity and rang true in every way.&lt;br /&gt;&lt;br /&gt;The question I'm about to raise represents a current sensibility regarding the treatment of animals. I had a very difficult time with the beginning slaughter of sheep and goats, and the dying deer with its pulsing neck and pooling blood as its life drained away was hideous.&lt;br /&gt;&lt;br /&gt;This is the age of \no animals were hurt in the production of this move.\"" Iphigenia was made in the late 70's before the advent of computer simulation. Was it possible to fake these animal deaths? Or were these animals slaughtered for art?""",1
"OK. I know that the wanna-be John Hughes movies of the 80s were all unilaterally flat, so the expectations for this film ran pretty low.&lt;br /&gt;&lt;br /&gt;Still, after sitting through this crap there's one key thing I can't seem to get out of my head:&lt;br /&gt;&lt;br /&gt;I just sat through an 80s Rob Lowe movie that had no nudity and only hints of sex in them.&lt;br /&gt;&lt;br /&gt;The acting is awful, the characters boring and flat, the portrayal of Oxford an absolute insult, and the rowing scenes unexciting, uneventful, and inaccurate.&lt;br /&gt;&lt;br /&gt;Unless you've got some wierd Ally Sheedy or Amanda Pays (or I guess, Rob Lowe) fetish, there's really no reason to see this one.",0
"Saxophonist Ronnie Bowers (Dick Powell) wins a studio contract and goes to Hollywood. He stays at Hollywwod Hotel (of course). At the same time big egotistical star Mona Marshall (Lola Lane) has a tantrum and refuses to attend the premiere of her new picture. In a panic the studio hires lookalike Virginia (Rosemary Lane) to impersonate her and have Bowers take her to the premiere NOT telling him it's not Marshall. Naturally they fall in love. You can pretty much figure out the rest of the plot yourself.&lt;br /&gt;&lt;br /&gt;The plot is old (to put it nicely) but Powell and Rosemary Lane make a very likable pair and have beautiful singing voices. The score is good (highlighted by \Hooray for Hollywood\"") and director Busby Berkeley shows off his unique visuals in a really fun drive-in musical sequence (with Edgar Kennedy doing his patented slow burn). Also Glenda Farrell has a few funny bits as Monas sister Jonesie.&lt;br /&gt;&lt;br /&gt;Still the movie isn't that good. The rest of the cast mugs ferociously and most of the humor is just not funny. Lola Lane especially is just lousy trying to play Mona for comedy. Also there is racism--a stereotypical black maid is played for laughs and there's some truly appalling racist \""humor\"" at one point. That's probably what keeps this off TV most of the time. I realize it was accepted at the time but it comes across as revolting today.&lt;br /&gt;&lt;br /&gt;All in all a so-so movie with some serious problems helped by a good cast and some great songs. I give it a 7.""",1
"Just watched this after hearing about how bad it was and wanted to see for myself. Seriously, even if you read all the negative comments on here you will be nowhere near able to comprehend how awful this film actually is, although it has to be one of the most hilarious things I have ever seen! Never bothered to post a comment on here before, but this piece of crap really warrants it. &lt;br /&gt;&lt;br /&gt;Firstly the entire plot is ridiculous and nonsensical. Brother of the lead character (either Ben or Arthur, I forget which is which, and frankly it's never very clear) wants to stop some kind of gay marriage by killing everyone in sight - because homosexuality is abhorrent to Christians, but apparently mass murder isn't. Then there's some other crap thrown in about one of the gay couple's ex-wife trying to force him to remarry her at gunpoint. This leads to nothing, but provides us with one of the funniest lines of dialogue in the whole \film\"" - \""I don't make sense? You don't make sense! That's who makes sense!\"". Brilliant.&lt;br /&gt;&lt;br /&gt;Then there's the acting, which is just atrocious. It must be seen to be believed. My personal favourite is the apparently stoned civil rights lawyer woman, who is clearly reading her lines off of something, yet still managing to mess them up. Enough said. The gay couple couldn't be less convincing. There's the vaguely attractive and completely gormless guy, and his boyfriend who looks like that little cartoon dough man of the bisto adverts. Only fatter. And less talented. &lt;br /&gt;&lt;br /&gt;The \""film\"" has also been filmed by someone who is incapable of holding a camera even remotely still, and the number of mistakes throughout is amazing. The whole thing kicks off with the fat main guy in bed with a pair of boots on. Yep.&lt;br /&gt;&lt;br /&gt;But anyways, we all know how terrible this thing is, so I'd like to highlight some of the most priceless comedy moments that the \""film\"" provides. &lt;br /&gt;&lt;br /&gt;- When the fat guy sets the church on fire and then prances like a six year old girl across the car park to make his escape. Hilarious.&lt;br /&gt;&lt;br /&gt;- Mildread! No idea what relation she is to the main characters - sometimes they know her, sometimes they don't, but she pops up in a couple of scenes nonetheless. Hilarious.&lt;br /&gt;&lt;br /&gt;- The stoned lawyer. Already mentioned her, but she's so funny she's worth another mention.&lt;br /&gt;&lt;br /&gt;- The evil brothers dinner of crackers that he lays on for his guests.&lt;br /&gt;&lt;br /&gt;- The evil brother's anti-gay potion.&lt;br /&gt;&lt;br /&gt;- The evil brother's cats.&lt;br /&gt;&lt;br /&gt;- The ending, which I won't give away because it MUST be seen to be believed. I warn you though, make sure you're not eating at the time!!!! The tub of lard main character/director/producer gets naked. It's foul. &lt;br /&gt;&lt;br /&gt;Basically, Ben and Arthur is indescribably bad, but unintentionally the most comical thing you'll see for a long time. Literally, nothing is good about this excuse for a film, the goon of a director even manages to make the opening credits into a joke by writing his own name about 15 times.""",0
"With the MASSIVE advertising this is getting on Nickelodeon and Nick Jr. and that ilk, my son was bugging us to see it. Between DVD and the theaters, I've seen pretty much everything by now from the outstanding (Incredibles, Shrek) to the really bad (Wall-E, Brother Bear). But this was easily the worst movie I've ever seen, kids or no kids. It was a \when it this stupid thing going to end?\"" kind of experience? OK, it's aimed at toddlers (or it better be - it's insulting to the intelligence of anyone over 3), but I've never seen something so predictable, repetitive, and slow-moving. Then once you're finally fed up but relieved that the movie is over, there is this bizarre thing at the end that you think is the setup for a joke, but there isn't one - it's serious, though it's hard to tell what they're trying to accomplish. The 3-D effects... yeah, if you've never seen a Viewmaster they're a big deal, otherwise no (if you look at the screen without glasses, it appears to be the same process). Even my son was bored by the end. Both my wife and I looked at each other and said \""wow\"" at the end. Bad in every respect.""",0
"Michael Cacoyannis has had a relatively long career but has surprisingly few credits to his name, including some real duds such as the unfunny cold war satire The Day the Fish Came Out. Iphigenia, however, is a highlight. Adapted by Cacoyannis from the play by Euripides, it's a superior rendering of the classic tragedy and recently made its first television appearance in many years in the United States courtesy the Flix Channel. The film is shot on an epic scale but is decidedly not a 'big' film, with the emphasis placed on the simple story: in supplication to the gods, King Agamemnon (Kostas Kazakos)is compelled to sacrifice his daughter Iphigenia (Tatiana Papamoschou), much to the consternation of Queen Clytemnastrae (Irene Papas). Kazakos and Papas are both outstanding, but it is the stunning Papamoschou who brings the most interesting elements to the screen, blending the innocence of childhood with the dawning realization that she is the pawn in a political game. Strongly recommended for fans of international cinema.",1
"Trying to compare or represent this \swill\"" as anything \""Hitchcockian\"" is an out-n-out attempt to mislead Hitchcock fans to waste $7 on this movie... Weak acting Weak story Weak script. &lt;br /&gt;&lt;br /&gt;No real suspense, no thrills. You wait all through the weakness of this movie for the big payoff or even any payoff...You're left thinking, what the heck was that all about.&lt;br /&gt;&lt;br /&gt;And please, enough with the movement to make \""alternative lifestyles\"" HIP and politically correct!!...I can't recommend this to anyone...Did I mention how weak the acting is? Williams did a better job as Peter Pan and \""Mork\"". But those were MUCH more innocent times...........""",0
"This movie is cold, bare truth. Often we think \oh no, that won't happen to me.\"" But it can. Drug smuggling is big money and often people are unknowingly (or tricked) into doing things for smugglers. The story of these two girls is the story of many young people who like them, only wanted a exotic holiday - which turned into a nightmare. People need to know that these sort of events aren't improbable or exaggerated - this IS a major problem in today's society.&lt;br /&gt;&lt;br /&gt;I would recommend this movie to mature viewers because of the understanding needed to truly appreciate this movie. It is very emotional and raw. Well worth watching and certainly stays in your memory.""",1
"I thought this movie was terrible. I'm Chinese, so I thought everything was totally wrong. Many of the facts were incorrect. The only thing right about Chinese history in the movie was when Wendy's mother explained to her husband about the statues that guarded ShiHuangDi. I also thought the fight scenes were very cheesy and fake. Many of the actors and actresses were not very great. Some of the jokes that were supposedly \funny\"" were really stupid. I think this movie should receive the worst possible rating it could get. Disney has really got to get more information about Chinese history if they want to create an extravagant movie. Mulan was quite accurate. Watch this movie if you want to waste some time.""",0
"From the first scene you are given clues as to what may be going on here. It becomes more and more obvious as the story rolls on. The acting is excellent throughout and these actors touch your soul. Even though I knew what was going to happen I was extremely puzzled by the motive. I'm still puzzled as to why Ben did what he did. We could see in his face \second thoughts\"", but the ultimate sacrifice seemed to go against his emotion and feelings. It was a very interesting and touching story but it left me confused. Maybe that was the point of the film. I did like the film and Wil Smith can wrack up another good film choice. This guy knows how to entertain an audience!""",1
"Five across the eyes ain't worth one off the wrist, I must admit at one point i was really worried, for about 30 seconds nobody made a noise and i thought my speakers had blown or that i had gone deaf with the constant screaming and high pitch yelling, me and the speakers are OK now thanks for asking, funnily enough that was the best bit of the film.&lt;br /&gt;&lt;br /&gt;I won't waste your time telling you the plot, read the other comments for that.&lt;br /&gt;&lt;br /&gt;If you have bought this DVD but not yet unwrapped it Don't, take it back and demand your money back, i've wasted mine don't do the same.&lt;br /&gt;&lt;br /&gt;I was actually shouting at the telly \ they're over here in the car, look for the camera lights, and get the camera man first \"", i have left the swear words out but you can guess where they go.&lt;br /&gt;&lt;br /&gt;If anybody would like to buy this film (it's really good) it's yours for a ten quid.""",0
"I believe this is the most powerful film HBO Pictures has made to date. This film should have been released in theaters for the public to view on the big screen. It is available on video so make sure you look for it and check it out. Chris Gerolmo did a great job with the direction and the screenplay. The performances from Stephen Rea, Donald Sutherland and Jeffery DeMunn are flawless. A masterpiece of the genre.",1
"This movie looked like a classic in the cheesy 80s slasher genre, which is my favorite genre of them all, so when I saw it was Free on Demand, I had to watch it! It stars Caroline Munro, from both Dr. Phibes films (she was his wife that died!), Dracula A.D. 1972, The Golden Voyage of Sinbad, Captain Kronos - Vampire Hunter, The Spy Who Loved Me, Maniac, and Faceless.&lt;br /&gt;&lt;br /&gt;Brought to you by the people behind Don't Open Til Christmas and Pieces, Heres my thoughts on this...&lt;br /&gt;&lt;br /&gt;It opens on April Fools Day, where a bunch of kids play an elaborate prank on the school nerd- promising him sex in the shower, and giving him public humiliation and a face in the toilet (all while hes naked!). The coach puts a stop to it, but both parties swear revenge. But, the cool kids end up burning the nerd alive.&lt;br /&gt;&lt;br /&gt;Cut to the future, and its th High School reunion, or so they think (bwahahha?). The only ones with invitations were the gang who burned the kid, and its April Fools Day (or really, the day before April Fools, but the fun starts at midnight), yet they fail to see the coincidence and hang out in front of the school until nightfall. Then they finally break into the school and it starts storming.&lt;br /&gt;&lt;br /&gt;Inside they find food/drink and a little shrine for each of them, each of their lockers and belongings, along with Marty's (the nerds) locker and yearbook. They also find the old black janitor/caretaker who spends his time saying \Oooh yesser! Yesser! I don't want no trouble, sir!\"" and then is killed instantly. Pretty pointless character, but hes still my favorite.&lt;br /&gt;&lt;br /&gt;The movie takes a page out of Alien's book, in a deliciously gory way that you just have to see! Thats when everyone realizes that they're there to die, and they start freaking out, except for Shirley, who decides it would be best to take a bath in the old school showers at a time like this. Of course, it pours out blood and acid and her face melts off (very cool, mind you) The rest of the night goes as usual, sex, drugs, and Marty killing everyone whilst wearing a jester mask.. Whats their plan? \""All we have to do is stay awake and wait till noon. Marty wont kill us during mid-day!\"". Seriously, thats what he said. Apparently you can only kill at nighttime. But will they survive through the night? Who will live and who will die? And why are all the bodies disappearing? Rent, buy, or steal this great movie to find out! The movie is actually very good, filled with clichés (car wont start, DAMMIT!) and just plain slasher fun. Not to mention they all have names like Carol and Nany and Frank and Joe and Susan. I recommend it to all of you! And, not to mention, it has a Spin Off! 1989's Cutting Class is a spin-off from this slasher gem, and that movie starts the career of Brad Pitt and Roddy McDowell.&lt;br /&gt;&lt;br /&gt;Favorite scene: 2 people having sex, the guy wants to finish but the girl doesn't. \""Talk dirty to me, Frank!!\"" she screams \""Uh... tits!\"" \""DIRTIER!\"" \""Uh... tits. F*ck. tits. Boobs. F*ck.\"". It seems to work for her and at her climax, the killer electrocutes them both!""",1
